"idDonneesCentrale","temps","compteurEnergie","irradiance_en_watt_par_surface","idCentrale_id"
6191,"2024-03-19 14:55:00+01",NULL,"0.00",70
6192,"2024-03-19 15:00:00+01",NULL,"186.94",70
6193,"2024-03-19 15:05:00+01",NULL,"0.00",70
6194,"2024-03-19 15:10:00+01",NULL,"0.00",70
6195,"2024-03-19 15:15:00+01",NULL,"183.89",70
6196,"2024-03-19 15:20:00+01",NULL,"0.00",70
6197,"2024-03-19 15:25:00+01",NULL,"0.00",70
6198,"2024-03-19 15:30:00+01",NULL,"179.74",70
6199,"2024-03-19 15:35:00+01",NULL,"0.00",70
6200,"2024-03-19 15:40:00+01",NULL,"0.00",70
6201,"2024-03-19 15:45:00+01",NULL,"175.17",70
6202,"2024-03-19 15:50:00+01",NULL,"0.00",70
6203,"2024-03-19 16:40:00+01",NULL,"0.00",70
6204,"2024-03-19 16:45:00+01",NULL,"146.74",70
6205,"2024-03-19 16:50:00+01",NULL,"0.00",70
6206,"2024-03-19 16:55:00+01",NULL,"0.00",70
6207,"2024-03-19 17:00:00+01",NULL,"137.14",70
6208,"2024-03-19 17:05:00+01",NULL,"0.00",70
6209,"2024-03-19 17:10:00+01",NULL,"0.00",70
6210,"2024-03-19 17:15:00+01",NULL,"126.73",70
6211,"2024-03-19 17:20:00+01",NULL,"0.00",70
6212,"2024-03-19 17:25:00+01",NULL,"0.00",70
6213,"2024-03-19 17:30:00+01",NULL,"115.20",70
6214,"2024-03-19 17:35:00+01",NULL,"0.00",70
6215,"2024-03-19 17:40:00+01",NULL,"0.00",70
6216,"2024-03-19 17:45:00+01",NULL,"102.85",70
6217,"2024-03-19 17:50:00+01",NULL,"0.00",70
6218,"2024-03-19 17:55:00+01",NULL,"0.00",70
6219,"2024-03-19 18:00:00+01",NULL,"91.99",70
6220,"2024-03-19 18:05:00+01",NULL,"0.00",70
6221,"2024-03-19 18:10:00+01",NULL,"0.00",70
6222,"2024-03-19 18:15:00+01",NULL,"79.98",70
6223,"2024-03-19 18:20:00+01",NULL,"0.00",70
6224,"2024-03-19 18:25:00+01",NULL,"0.00",70
6225,"2024-03-19 18:30:00+01",NULL,"68.11",70
6226,"2024-03-19 18:35:00+01",NULL,"0.00",70
6227,"2024-03-19 18:40:00+01",NULL,"0.00",70
6228,"2024-03-19 18:45:00+01",NULL,"54.88",70
6229,"2024-03-19 18:50:00+01",NULL,"0.00",70
6230,"2024-03-19 18:55:00+01",NULL,"0.00",70
6231,"2024-03-19 19:00:00+01",NULL,"41.94",70
6232,"2024-03-19 19:05:00+01",NULL,"0.00",70
6233,"2024-03-19 19:10:00+01",NULL,"0.00",70
6234,"2024-03-19 19:15:00+01",NULL,"29.93",70
6235,"2024-03-19 19:20:00+01",NULL,"0.00",70
6236,"2024-03-19 19:25:00+01",NULL,"0.00",70
6237,"2024-03-19 19:30:00+01",NULL,"19.27",70
6238,"2024-03-19 19:35:00+01",NULL,"0.00",70
6239,"2024-03-19 19:40:00+01",NULL,"0.00",70
6240,"2024-03-19 19:45:00+01",NULL,"10.13",70
6241,"2024-03-19 19:50:00+01",NULL,"0.00",70
6242,"2024-03-19 19:55:00+01",NULL,"0.00",70
6243,"2024-03-19 20:00:00+01",NULL,"3.87",70
6244,"2024-03-19 20:05:00+01",NULL,"0.00",70
6245,"2024-03-19 20:10:00+01",NULL,"0.00",70
6246,"2024-03-19 20:15:00+01",NULL,"0.53",70
6247,"2024-03-19 20:20:00+01",NULL,"0.00",70
6248,"2024-03-19 20:25:00+01",NULL,"0.00",70
6249,"2024-03-19 20:30:00+01",NULL,"0.00",70
6250,"2024-03-19 20:35:00+01",NULL,"0.00",70
6251,"2024-03-19 20:40:00+01",NULL,"0.00",70
6252,"2024-03-19 20:45:00+01",NULL,"0.00",70
6253,"2024-03-19 20:50:00+01",NULL,"0.00",70
6254,"2024-03-19 20:55:00+01",NULL,"0.00",70
6255,"2024-03-19 21:00:00+01",NULL,"0.00",70
6256,"2024-03-19 21:05:00+01",NULL,"0.00",70
6257,"2024-03-19 21:10:00+01",NULL,"0.00",70
6258,"2024-03-19 21:15:00+01",NULL,"0.00",70
6259,"2024-03-19 21:20:00+01",NULL,"0.00",70
6260,"2024-03-19 21:25:00+01",NULL,"0.00",70
6261,"2024-03-19 21:30:00+01",NULL,"0.00",70
6262,"2024-03-19 21:35:00+01",NULL,"0.00",70
6263,"2024-03-19 21:40:00+01",NULL,"0.00",70
6264,"2024-03-19 21:45:00+01",NULL,"0.00",70
6265,"2024-03-19 21:50:00+01",NULL,"0.00",70
6266,"2024-03-19 21:55:00+01",NULL,"0.00",70
6267,"2024-03-19 22:00:00+01",NULL,"0.00",70
6268,"2024-03-19 22:05:00+01",NULL,"0.00",70
6269,"2024-03-19 22:10:00+01",NULL,"0.00",70
6270,"2024-03-19 22:15:00+01",NULL,"0.00",70
6271,"2024-03-19 22:20:00+01",NULL,"0.00",70
6272,"2024-03-19 22:25:00+01",NULL,"0.00",70
6273,"2024-03-19 22:30:00+01",NULL,"0.00",70
6274,"2024-03-19 22:35:00+01",NULL,"0.00",70
6275,"2024-03-19 07:50:00+01",NULL,"0.00",71
6276,"2024-03-19 08:00:00+01",NULL,"0.17",71
6277,"2024-03-19 08:10:00+01",NULL,"0.00",71
6278,"2024-03-19 08:20:00+01",NULL,"0.00",71
6279,"2024-03-19 08:30:00+01",NULL,"8.41",71
6280,"2024-03-19 08:40:00+01",NULL,"0.00",71
6281,"2024-03-19 08:50:00+01",NULL,"0.00",71
6282,"2024-03-19 09:00:00+01",NULL,"16.84",71
6283,"2024-03-19 09:10:00+01",NULL,"0.00",71
6284,"2024-03-19 09:20:00+01",NULL,"0.00",71
6285,"2024-03-19 09:30:00+01",NULL,"22.43",71
6286,"2024-03-19 09:40:00+01",NULL,"0.00",71
6287,"2024-03-19 09:50:00+01",NULL,"0.00",71
6288,"2024-03-19 10:00:00+01",NULL,"42.83",71
6289,"2024-03-19 10:10:00+01",NULL,"0.00",71
6290,"2024-03-19 10:20:00+01",NULL,"0.00",71
6291,"2024-03-19 10:30:00+01",NULL,"66.29",71
6292,"2024-03-19 10:40:00+01",NULL,"0.00",71
6293,"2024-03-19 10:50:00+01",NULL,"0.00",71
6294,"2024-03-19 11:00:00+01",NULL,"88.32",71
6295,"2024-03-19 11:10:00+01",NULL,"0.00",71
6296,"2024-03-19 11:20:00+01",NULL,"0.00",71
6297,"2024-03-19 11:30:00+01",NULL,"111.27",71
6298,"2024-03-19 11:40:00+01",NULL,"0.00",71
6299,"2024-03-19 11:50:00+01",NULL,"0.00",71
6300,"2024-03-19 12:00:00+01",NULL,"137.76",71
6301,"2024-03-19 12:10:00+01",NULL,"0.00",71
6302,"2024-03-19 12:20:00+01",NULL,"0.00",71
6303,"2024-03-19 12:30:00+01",NULL,"113.18",71
6304,"2024-03-19 12:40:00+01",NULL,"0.00",71
6305,"2024-03-19 12:50:00+01",NULL,"0.00",71
6306,"2024-03-19 13:00:00+01",NULL,"117.50",71
6307,"2024-03-19 13:10:00+01",NULL,"0.00",71
6308,"2024-03-19 13:20:00+01",NULL,"0.00",71
6309,"2024-03-19 13:30:00+01",NULL,"166.53",71
6310,"2024-03-19 13:40:00+01",NULL,"0.00",71
6311,"2024-03-19 13:50:00+01",NULL,"0.00",71
6312,"2024-03-19 14:00:00+01",NULL,"202.93",71
6313,"2024-03-19 14:10:00+01",NULL,"0.00",71
6314,"2024-03-19 14:20:00+01",NULL,"0.00",71
6315,"2024-03-19 14:30:00+01",NULL,"212.80",71
6316,"2024-03-19 14:40:00+01",NULL,"0.00",71
6317,"2024-03-19 14:50:00+01",NULL,"0.00",71
6318,"2024-03-19 15:00:00+01",NULL,"217.76",71
6319,"2024-03-19 15:10:00+01",NULL,"0.00",71
6320,"2024-03-19 15:20:00+01",NULL,"0.00",71
6321,"2024-03-19 15:30:00+01",NULL,"216.81",71
6322,"2024-03-19 15:40:00+01",NULL,"0.00",71
6323,"2024-03-19 15:50:00+01",NULL,"0.00",71
6324,"2024-03-19 16:00:00+01",NULL,"209.22",71
6325,"2024-03-19 16:10:00+01",NULL,"0.00",71
6326,"2024-03-19 16:20:00+01",NULL,"0.00",71
6327,"2024-03-19 16:30:00+01",NULL,"198.60",71
6328,"2024-03-19 16:40:00+01",NULL,"0.00",71
6329,"2024-03-19 16:50:00+01",NULL,"0.00",71
6330,"2024-03-19 17:00:00+01",NULL,"183.08",71
6331,"2024-03-19 17:10:00+01",NULL,"0.00",71
6332,"2024-03-19 17:20:00+01",NULL,"0.00",71
6333,"2024-03-19 17:30:00+01",NULL,"160.60",71
6334,"2024-03-19 17:40:00+01",NULL,"0.00",71
6335,"2024-03-19 17:50:00+01",NULL,"0.00",71
6336,"2024-03-19 18:00:00+01",NULL,"135.55",71
6337,"2024-03-19 18:10:00+01",NULL,"0.00",71
6338,"2024-03-19 18:20:00+01",NULL,"0.00",71
6339,"2024-03-19 18:30:00+01",NULL,"105.80",71
6340,"2024-03-19 18:40:00+01",NULL,"0.00",71
6341,"2024-03-19 18:50:00+01",NULL,"0.00",71
6342,"2024-03-19 19:00:00+01",NULL,"66.39",71
6343,"2024-03-19 19:10:00+01",NULL,"0.00",71
6344,"2024-03-19 19:20:00+01",NULL,"0.00",71
6345,"2024-03-19 19:30:00+01",NULL,"24.06",71
6346,"2024-03-19 19:40:00+01",NULL,"0.00",71
6347,"2024-03-19 19:50:00+01",NULL,"0.00",71
6348,"2024-03-19 20:00:00+01",NULL,"0.51",71
6349,"2024-03-19 20:10:00+01",NULL,"0.00",71
6350,"2024-03-19 20:20:00+01",NULL,"0.00",71
6351,"2024-03-19 07:15:00+01",NULL,"0.00",72
6352,"2024-03-19 07:20:00+01",NULL,"0.00",72
6353,"2024-03-19 07:25:00+01",NULL,"0.00",72
6354,"2024-03-19 07:30:00+01",NULL,"0.00",72
6355,"2024-03-19 07:35:00+01",NULL,"0.00",72
6356,"2024-03-19 07:40:00+01",NULL,"0.00",72
6357,"2024-03-19 07:45:00+01",NULL,"0.00",72
6358,"2024-03-19 07:50:00+01",NULL,"0.00",72
6359,"2024-03-19 07:55:00+01",NULL,"0.00",72
6360,"2024-03-19 08:00:00+01",NULL,"0.00",72
6361,"2024-03-19 08:05:00+01",NULL,"0.00",72
6362,"2024-03-19 08:10:00+01",NULL,"0.00",72
6363,"2024-03-19 08:15:00+01",NULL,"0.16",72
6364,"2024-03-19 08:20:00+01",NULL,"0.00",72
6365,"2024-03-19 08:25:00+01",NULL,"0.00",72
6366,"2024-03-19 08:30:00+01",NULL,"2.71",72
6367,"2024-03-19 08:35:00+01",NULL,"0.00",72
6368,"2024-03-19 08:40:00+01",NULL,"0.00",72
6369,"2024-03-19 08:45:00+01",NULL,"8.30",72
6370,"2024-03-19 08:50:00+01",NULL,"0.00",72
6371,"2024-03-19 08:55:00+01",NULL,"0.00",72
6372,"2024-03-19 09:00:00+01",NULL,"18.53",72
6373,"2024-03-19 09:05:00+01",NULL,"0.00",72
6374,"2024-03-19 09:10:00+01",NULL,"0.00",72
6375,"2024-03-19 09:15:00+01",NULL,"30.32",72
6376,"2024-03-19 09:20:00+01",NULL,"0.00",72
6377,"2024-03-19 09:25:00+01",NULL,"0.00",72
6378,"2024-03-19 09:30:00+01",NULL,"47.01",72
6379,"2024-03-19 09:35:00+01",NULL,"0.00",72
6380,"2024-03-19 09:40:00+01",NULL,"0.00",72
6381,"2024-03-19 09:45:00+01",NULL,"57.78",72
6382,"2024-03-19 09:50:00+01",NULL,"0.00",72
6383,"2024-03-19 09:55:00+01",NULL,"0.00",72
6384,"2024-03-19 10:00:00+01",NULL,"78.90",72
6385,"2024-03-19 10:05:00+01",NULL,"0.00",72
6386,"2024-03-19 10:10:00+01",NULL,"0.00",72
6387,"2024-03-19 10:15:00+01",NULL,"97.80",72
6388,"2024-03-19 10:20:00+01",NULL,"0.00",72
6389,"2024-03-19 10:25:00+01",NULL,"0.00",72
6390,"2024-03-19 10:30:00+01",NULL,"114.85",72
6391,"2024-03-19 10:35:00+01",NULL,"0.00",72
6392,"2024-03-19 10:40:00+01",NULL,"0.00",72
6393,"2024-03-19 10:45:00+01",NULL,"127.27",72
6394,"2024-03-19 10:50:00+01",NULL,"0.00",72
6395,"2024-03-19 10:55:00+01",NULL,"0.00",72
6396,"2024-03-19 11:00:00+01",NULL,"112.11",72
6397,"2024-03-19 11:05:00+01",NULL,"0.00",72
6398,"2024-03-19 11:10:00+01",NULL,"0.00",72
6399,"2024-03-19 11:15:00+01",NULL,"118.64",72
6400,"2024-03-19 11:20:00+01",NULL,"0.00",72
6401,"2024-03-19 11:25:00+01",NULL,"0.00",72
6402,"2024-03-19 11:30:00+01",NULL,"138.05",72
6403,"2024-03-19 11:35:00+01",NULL,"0.00",72
6404,"2024-03-19 11:40:00+01",NULL,"0.00",72
6405,"2024-03-19 11:45:00+01",NULL,"165.74",72
6406,"2024-03-19 11:50:00+01",NULL,"0.00",72
6407,"2024-03-19 11:55:00+01",NULL,"0.00",72
6408,"2024-03-19 12:00:00+01",NULL,"191.82",72
6409,"2024-03-19 12:05:00+01",NULL,"0.00",72
6410,"2024-03-19 12:10:00+01",NULL,"0.00",72
6411,"2024-03-19 12:15:00+01",NULL,"203.79",72
6412,"2024-03-19 12:20:00+01",NULL,"0.00",72
6413,"2024-03-19 12:25:00+01",NULL,"0.00",72
6414,"2024-03-19 12:30:00+01",NULL,"211.90",72
6415,"2024-03-19 12:35:00+01",NULL,"0.00",72
6416,"2024-03-19 12:40:00+01",NULL,"0.00",72
6417,"2024-03-19 12:45:00+01",NULL,"219.63",72
6418,"2024-03-19 12:50:00+01",NULL,"0.00",72
6419,"2024-03-19 12:55:00+01",NULL,"0.00",72
6420,"2024-03-19 13:30:00+01",NULL,"239.13",72
6421,"2024-03-19 13:35:00+01",NULL,"0.00",72
6422,"2024-03-19 13:40:00+01",NULL,"0.00",72
6423,"2024-03-19 13:45:00+01",NULL,"244.59",72
6424,"2024-03-19 13:50:00+01",NULL,"0.00",72
6425,"2024-03-19 13:55:00+01",NULL,"0.00",72
6426,"2024-03-19 14:00:00+01",NULL,"247.05",72
6427,"2024-03-19 14:05:00+01",NULL,"0.00",72
6428,"2024-03-19 14:10:00+01",NULL,"0.00",72
6429,"2024-03-19 14:15:00+01",NULL,"248.30",72
6430,"2024-03-19 14:20:00+01",NULL,"0.00",72
6431,"2024-03-19 14:25:00+01",NULL,"0.00",72
6432,"2024-03-19 14:30:00+01",NULL,"248.14",72
6433,"2024-03-19 14:35:00+01",NULL,"0.00",72
6434,"2024-03-19 14:40:00+01",NULL,"0.00",72
6435,"2024-03-19 14:45:00+01",NULL,"246.42",72
6436,"2024-03-19 14:50:00+01",NULL,"0.00",72
6437,"2024-03-19 14:55:00+01",NULL,"0.00",72
6438,"2024-03-19 15:00:00+01",NULL,"242.95",72
6439,"2024-03-19 15:05:00+01",NULL,"0.00",72
6440,"2024-03-19 15:10:00+01",NULL,"0.00",72
6441,"2024-03-19 15:15:00+01",NULL,"235.70",72
6442,"2024-03-19 15:20:00+01",NULL,"0.00",72
6443,"2024-03-19 15:25:00+01",NULL,"0.00",72
6444,"2024-03-19 15:30:00+01",NULL,"228.21",72
6445,"2024-03-19 15:35:00+01",NULL,"0.00",72
6446,"2024-03-19 15:40:00+01",NULL,"0.00",72
6447,"2024-03-19 15:45:00+01",NULL,"221.71",72
6448,"2024-03-19 15:50:00+01",NULL,"0.00",72
6449,"2024-03-19 15:55:00+01",NULL,"0.00",72
6450,"2024-03-19 16:00:00+01",NULL,"214.55",72
6451,"2024-03-19 16:05:00+01",NULL,"0.00",72
6452,"2024-03-19 16:10:00+01",NULL,"0.00",72
6453,"2024-03-19 16:15:00+01",NULL,"206.86",72
6454,"2024-03-19 16:20:00+01",NULL,"0.00",72
6455,"2024-03-19 16:25:00+01",NULL,"0.00",72
6456,"2024-03-19 16:30:00+01",NULL,"198.62",72
6457,"2024-03-19 16:35:00+01",NULL,"0.00",72
6458,"2024-03-19 16:40:00+01",NULL,"0.00",72
6459,"2024-03-19 16:45:00+01",NULL,"188.27",72
6460,"2024-03-19 16:50:00+01",NULL,"0.00",72
6461,"2024-03-19 16:55:00+01",NULL,"0.00",72
6462,"2024-03-19 17:00:00+01",NULL,"175.69",72
6463,"2024-03-19 17:05:00+01",NULL,"0.00",72
6464,"2024-03-19 17:10:00+01",NULL,"0.00",72
6465,"2024-03-19 17:15:00+01",NULL,"161.17",72
6466,"2024-03-19 17:20:00+01",NULL,"0.00",72
6467,"2024-03-19 17:25:00+01",NULL,"0.00",72
6468,"2024-03-19 17:30:00+01",NULL,"148.95",72
6469,"2024-03-19 17:35:00+01",NULL,"0.00",72
6470,"2024-03-19 17:40:00+01",NULL,"0.00",72
6471,"2024-03-19 17:45:00+01",NULL,"134.11",72
6472,"2024-03-19 17:50:00+01",NULL,"0.00",72
6473,"2024-03-19 17:55:00+01",NULL,"0.00",72
6474,"2024-03-19 18:00:00+01",NULL,"120.27",72
6475,"2024-03-19 18:05:00+01",NULL,"0.00",72
6476,"2024-03-19 18:10:00+01",NULL,"0.00",72
6477,"2024-03-19 18:15:00+01",NULL,"103.58",72
6478,"2024-03-19 18:20:00+01",NULL,"0.00",72
6479,"2024-03-19 18:25:00+01",NULL,"0.00",72
6480,"2024-03-19 18:30:00+01",NULL,"87.88",72
6481,"2024-03-19 18:35:00+01",NULL,"0.00",72
6482,"2024-03-19 18:40:00+01",NULL,"0.00",72
6483,"2024-03-19 18:45:00+01",NULL,"71.28",72
6484,"2024-03-19 18:50:00+01",NULL,"0.00",72
6485,"2024-03-19 18:55:00+01",NULL,"0.00",72
6486,"2024-03-19 19:00:00+01",NULL,"54.54",72
6487,"2024-03-19 19:05:00+01",NULL,"0.00",72
6488,"2024-03-19 19:10:00+01",NULL,"0.00",72
6489,"2024-03-19 19:15:00+01",NULL,"38.66",72
6490,"2024-03-19 19:20:00+01",NULL,"0.00",72
6491,"2024-03-19 19:25:00+01",NULL,"0.00",72
6492,"2024-03-19 19:30:00+01",NULL,"24.74",72
6493,"2024-03-19 19:35:00+01",NULL,"0.00",72
6494,"2024-03-19 19:40:00+01",NULL,"0.00",72
6495,"2024-03-19 19:45:00+01",NULL,"12.11",72
6496,"2024-03-19 19:50:00+01",NULL,"0.00",72
6497,"2024-03-19 19:55:00+01",NULL,"0.00",72
6498,"2024-03-19 20:00:00+01",NULL,"3.84",72
6499,"2024-03-19 20:05:00+01",NULL,"0.00",72
6500,"2024-03-19 20:10:00+01",NULL,"0.00",72
6501,"2024-03-19 20:15:00+01",NULL,"0.51",72
6502,"2024-03-19 20:20:00+01",NULL,"0.00",72
6503,"2024-03-19 20:25:00+01",NULL,"0.00",72
6504,"2024-03-19 20:30:00+01",NULL,"0.00",72
6505,"2024-03-19 20:35:00+01",NULL,"0.00",72
6506,"2024-03-19 20:40:00+01",NULL,"0.00",72
6507,"2024-03-19 20:45:00+01",NULL,"0.00",72
6508,"2024-03-19 20:50:00+01",NULL,"0.00",72
6509,"2024-03-19 20:55:00+01",NULL,"0.00",72
6510,"2024-03-19 21:00:00+01",NULL,"0.00",72
6511,"2024-03-19 21:05:00+01",NULL,"0.00",72
6512,"2024-03-19 21:10:00+01",NULL,"0.00",72
6513,"2024-03-19 21:15:00+01",NULL,"0.00",72
6514,"2024-03-19 21:20:00+01",NULL,"0.00",72
6515,"2024-03-19 21:25:00+01",NULL,"0.00",72
6516,"2024-03-19 21:30:00+01",NULL,"0.00",72
6517,"2024-03-19 21:35:00+01",NULL,"0.00",72
6518,"2024-03-19 21:40:00+01",NULL,"0.00",72
6519,"2024-03-19 21:45:00+01",NULL,"0.00",72
6520,"2024-03-19 21:50:00+01",NULL,"0.00",72
6521,"2024-03-19 21:55:00+01",NULL,"0.00",72
6522,"2024-03-19 22:00:00+01",NULL,"0.00",72
6523,"2024-03-19 22:05:00+01",NULL,"0.00",72
6524,"2024-03-19 22:10:00+01",NULL,"0.00",72
6525,"2024-03-19 22:15:00+01",NULL,"0.00",72
6526,"2024-03-19 22:20:00+01",NULL,"0.00",72
6527,"2024-03-19 22:25:00+01",NULL,"0.00",72
6528,"2024-03-19 22:30:00+01",NULL,"0.00",72
6529,"2024-03-19 22:35:00+01",NULL,"0.00",72
6530,"2024-03-19 07:14:00+01",NULL,"0.00",73
6531,"2024-03-19 07:24:00+01",NULL,"0.00",73
6532,"2024-03-19 07:34:00+01",NULL,"0.00",73
6533,"2024-03-19 07:44:00+01",NULL,"0.00",73
6534,"2024-03-19 07:54:00+01",NULL,"0.00",73
6535,"2024-03-19 08:04:00+01",NULL,"0.00",73
6536,"2024-03-19 08:14:00+01",NULL,"0.00",73
6537,"2024-03-19 08:24:00+01",NULL,"0.00",73
6538,"2024-03-19 08:34:00+01",NULL,"0.00",73
6539,"2024-03-19 08:44:00+01",NULL,"0.00",73
6540,"2024-03-19 08:54:00+01",NULL,"0.00",73
6541,"2024-03-19 09:04:00+01",NULL,"0.00",73
6542,"2024-03-19 09:14:00+01",NULL,"0.00",73
6543,"2024-03-19 09:24:00+01",NULL,"0.00",73
6544,"2024-03-19 09:34:00+01",NULL,"0.00",73
6545,"2024-03-19 09:44:00+01",NULL,"0.00",73
6546,"2024-03-19 09:54:00+01",NULL,"0.00",73
6547,"2024-03-19 10:04:00+01",NULL,"0.00",73
6548,"2024-03-19 10:14:00+01",NULL,"0.00",73
6549,"2024-03-19 10:24:00+01",NULL,"0.00",73
6550,"2024-03-19 10:34:00+01",NULL,"0.00",73
6551,"2024-03-19 10:44:00+01",NULL,"0.00",73
6552,"2024-03-19 10:54:00+01",NULL,"0.00",73
6553,"2024-03-19 11:04:00+01",NULL,"0.00",73
6554,"2024-03-19 11:14:00+01",NULL,"0.00",73
6555,"2024-03-19 11:24:00+01",NULL,"0.00",73
6556,"2024-03-19 11:34:00+01",NULL,"0.00",73
6557,"2024-03-19 11:44:00+01",NULL,"0.00",73
6558,"2024-03-19 11:54:00+01",NULL,"0.00",73
6559,"2024-03-19 13:04:00+01",NULL,"0.00",73
6560,"2024-03-19 13:14:00+01",NULL,"0.00",73
6561,"2024-03-19 13:24:00+01",NULL,"0.00",73
6562,"2024-03-19 13:34:00+01",NULL,"0.00",73
6563,"2024-03-19 13:44:00+01",NULL,"0.00",73
6564,"2024-03-19 13:54:00+01",NULL,"0.00",73
6565,"2024-03-19 14:04:00+01",NULL,"0.00",73
6566,"2024-03-19 14:14:00+01",NULL,"0.00",73
6567,"2024-03-19 14:24:00+01",NULL,"0.00",73
6568,"2024-03-19 14:34:00+01",NULL,"0.00",73
6569,"2024-03-19 14:44:00+01",NULL,"0.00",73
6570,"2024-03-19 14:54:00+01",NULL,"0.00",73
6571,"2024-03-19 15:04:00+01",NULL,"0.00",73
6572,"2024-03-19 15:14:00+01",NULL,"0.00",73
6573,"2024-03-19 15:24:00+01",NULL,"0.00",73
6574,"2024-03-19 15:34:00+01",NULL,"0.00",73
6575,"2024-03-19 15:44:00+01",NULL,"0.00",73
6576,"2024-03-19 15:54:00+01",NULL,"0.00",73
6577,"2024-03-19 16:04:00+01",NULL,"0.00",73
6578,"2024-03-19 16:14:00+01",NULL,"0.00",73
6579,"2024-03-19 16:24:00+01",NULL,"0.00",73
6580,"2024-03-19 16:34:00+01",NULL,"0.00",73
6581,"2024-03-19 16:44:00+01",NULL,"0.00",73
6582,"2024-03-19 16:54:00+01",NULL,"0.00",73
6583,"2024-03-19 17:04:00+01",NULL,"0.00",73
6584,"2024-03-19 17:14:00+01",NULL,"0.00",73
6585,"2024-03-19 17:24:00+01",NULL,"0.00",73
6586,"2024-03-19 17:34:00+01",NULL,"0.00",73
6587,"2024-03-19 17:44:00+01",NULL,"0.00",73
6588,"2024-03-19 17:54:00+01",NULL,"0.00",73
6589,"2024-03-19 18:04:00+01",NULL,"0.00",73
6590,"2024-03-19 18:14:00+01",NULL,"0.00",73
6591,"2024-03-19 18:24:00+01",NULL,"0.00",73
6592,"2024-03-19 18:34:00+01",NULL,"0.00",73
6593,"2024-03-19 18:44:00+01",NULL,"0.00",73
6594,"2024-03-19 18:54:00+01",NULL,"0.00",73
6595,"2024-03-19 19:04:00+01",NULL,"0.00",73
6596,"2024-03-19 19:14:00+01",NULL,"0.00",73
6597,"2024-03-19 19:24:00+01",NULL,"0.00",73
6598,"2024-03-19 19:34:00+01",NULL,"0.00",73
6599,"2024-03-19 19:44:00+01",NULL,"0.00",73
6600,"2024-03-19 19:54:00+01",NULL,"0.00",73
6601,"2024-03-19 20:04:00+01",NULL,"0.00",73
6602,"2024-03-19 20:14:00+01",NULL,"0.00",73
6603,"2024-03-19 20:24:00+01",NULL,"0.00",73
6604,"2024-03-19 20:34:00+01",NULL,"0.00",73
6605,"2024-03-19 20:44:00+01",NULL,"0.00",73
6606,"2024-03-19 20:54:00+01",NULL,"0.00",73
6607,"2024-03-19 21:04:00+01",NULL,"0.00",73
6608,"2024-03-19 21:14:00+01",NULL,"0.00",73
6609,"2024-03-19 21:24:00+01",NULL,"0.00",73
6610,"2024-03-19 21:34:00+01",NULL,"0.00",73
6611,"2024-03-19 21:44:00+01",NULL,"0.00",73
6612,"2024-03-19 21:54:00+01",NULL,"0.00",73
6613,"2024-03-19 22:04:00+01",NULL,"0.00",73
6614,"2024-03-19 22:14:00+01",NULL,"0.00",73
6615,"2024-03-19 22:24:00+01",NULL,"0.00",73
6616,"2024-03-19 22:34:00+01",NULL,"0.00",73
6617,"2024-03-19 09:38:00+01",NULL,"0.00",74
6618,"2024-03-19 09:45:00+01",NULL,"46.11",74
6619,"2024-03-19 10:00:00+01",NULL,"56.13",74
6620,"2024-03-19 10:15:00+01",NULL,"65.69",74
6621,"2024-03-19 10:30:00+01",NULL,"73.90",74
6622,"2024-03-19 10:45:00+01",NULL,"82.24",74
6623,"2024-03-19 11:00:00+01",NULL,"89.81",74
6624,"2024-03-19 11:15:00+01",NULL,"93.47",74
6625,"2024-03-19 11:30:00+01",NULL,"96.08",74
6626,"2024-03-19 11:45:00+01",NULL,"108.62",74
6627,"2024-03-19 12:00:00+01",NULL,"117.39",74
6628,"2024-03-19 12:15:00+01",NULL,"122.22",74
6629,"2024-03-19 12:30:00+01",NULL,"126.27",74
6630,"2024-03-19 12:45:00+01",NULL,"130.31",74
6631,"2024-03-19 13:00:00+01",NULL,"133.97",74
6632,"2024-03-19 13:15:00+01",NULL,"136.09",74
6633,"2024-03-19 13:30:00+01",NULL,"137.66",74
6634,"2024-03-19 13:45:00+01",NULL,"139.06",74
6635,"2024-03-19 14:00:00+01",NULL,"139.78",74
6636,"2024-03-19 14:15:00+01",NULL,"140.22",74
6637,"2024-03-19 14:30:00+01",NULL,"139.99",74
6638,"2024-03-19 14:45:00+01",NULL,"139.06",74
6639,"2024-03-19 15:00:00+01",NULL,"136.97",74
6640,"2024-03-19 15:15:00+01",NULL,"133.93",74
6641,"2024-03-19 15:30:00+01",NULL,"130.79",74
6642,"2024-03-19 15:45:00+01",NULL,"126.64",74
6643,"2024-03-19 16:00:00+01",NULL,"122.27",74
6644,"2024-03-19 16:15:00+01",NULL,"116.43",74
6645,"2024-03-19 16:30:00+01",NULL,"110.54",74
6646,"2024-03-19 16:45:00+01",NULL,"104.63",74
6647,"2024-03-19 17:00:00+01",NULL,"97.30",74
6648,"2024-03-19 17:15:00+01",NULL,"88.27",74
6649,"2024-03-19 17:30:00+01",NULL,"79.70",74
6650,"2024-03-19 17:45:00+01",NULL,"71.32",74
6651,"2024-03-19 18:00:00+01",NULL,"62.59",74
6652,"2024-03-19 18:15:00+01",NULL,"54.87",74
6653,"2024-03-19 18:30:00+01",NULL,"45.94",74
6654,"2024-03-19 18:45:00+01",NULL,"36.84",74
6655,"2024-03-19 19:00:00+01",NULL,"27.67",74
